Extension,Serial Number,Programmed Set Type,IP Address,Service State,Connected Set Type,MAC Address,Firmware
2003,No response from host :192.168.1.252,9640,192.168.1.252,in-service/on-hook,9610,00:07:3b:c1:c3:9c,3.105S
